brand,model,year,engine_volume,mileage,horsepower,price
Kia,Ceed,2002,1.9,85,263,347666.85
Skoda,Kodiaq,2006,1.7,178,276,383041.02
Kia,Sportage,2019,1.9,226,109,248184.41
BMW,X5,2017,2.1,192,92,222872.94
Skoda,Superb,2001,1.5,122,246,349373.4
Kia,Rio,2000,1.2,285,333,317512.64
Audi,A3,2011,2.4,187,197,281375.2
Ford,Mondeo,2015,2.1,134,332,496185.74
Toyota,Corolla,2011,1.1,208,346,423201.22
Hyundai,Santa Fe,2020,2.2,147,104,256542.98
BMW,X5,2009,1.9,227,170,277864.29
Volkswagen,Passat,2008,1.3,177,294,422797.64
Skoda,Kodiaq,2020,1.7,143,298,460067.16
Nissan,Qashqai,2017,2.2,170,168,279709.01
Kia,Ceed,2003,1.5,281,151,175815.5
BMW,3 Series,2007,1.5,289,265,285899.75
Volkswagen,Golf,2022,1.7,257,137,230049.36
Kia,Rio,2020,1.5,231,342,411459.38
Hyundai,Elantra,2003,1.4,181,210,312829.68
Mercedes-Benz,GLC,2015,1.4,268,254,306175.17
Nissan,Leaf,2020,2.2,265,223,359599.65
Kia,Rio,2022,1.5,177,258,387319.73
BMW,X5,2020,2.5,129,131,289495.46
Skoda,Octavia,2007,3.1,28,88,265259.5
Audi,Q5,2006,1.9,256,150,186517.54
BMW,5 Series,2022,3.0,214,99,248438.78
BMW,X5,2012,2.3,76,196,363608.37
BMW,3 Series,2007,2.1,194,287,398043.37
Mercedes-Benz,E-Class,2021,2.0,117,82,232170.21
Audi,Q5,2006,1.0,174,246,327794.6
Ford,Kuga,2004,1.8,130,190,328285.5
Skoda,Kodiaq,2017,1.4,93,248,440036.94
Audi,A3,2022,2.4,270,180,265803.23
Kia,Sportage,2018,2.9,116,78,248401.18
Toyota,RAV4,2009,2.1,132,291,403454.7
Mercedes-Benz,E-Class,2010,2.1,82,179,313423.7
Skoda,Octavia,2007,2.5,163,205,336270.59
Audi,Q5,2005,2.1,298,177,181904.12
Skoda,Kodiaq,2010,2.6,106,273,481027.87
Ford,Mondeo,2015,3.2,287,84,180333.12
Skoda,Superb,2003,2.7,263,231,283029.8
Toyota,RAV4,2001,1.7,91,264,430821.08
Toyota,RAV4,2012,2.4,26,330,493176.0
Hyundai,Santa Fe,2006,1.7,189,78,141085.33
Skoda,Superb,2016,1.9,225,285,352202.04
Mercedes-Benz,GLC,2022,2.8,31,330,560904.9
Volkswagen,Passat,2012,1.5,245,182,234510.07
Volkswagen,Passat,2009,1.8,220,186,231458.86
Mercedes-Benz,E-Class,2012,2.6,295,116,151904.47
Hyundai,Tucson,2009,1.6,216,348,432281.13
Ford,Focus,2006,1.0,264,167,213839.37
Mercedes-Benz,E-Class,2009,1.3,20,162,295490.81
Nissan,Leaf,2015,1.7,43,321,498661.96
Kia,Rio,2002,2.0,130,232,327660.95
Volkswagen,Passat,2003,1.8,245,227,258119.2
Ford,Focus,2003,1.7,192,136,248256.04
Hyundai,Santa Fe,2003,2.0,87,207,336178.45
Ford,Kuga,2015,1.8,132,134,278180.81
Volkswagen,Golf,2008,1.7,285,331,388574.34
Nissan,Qashqai,2005,2.1,217,267,342553.42
Ford,Focus,2009,2.1,195,240,336010.56
Mercedes-Benz,GLC,2003,2.5,26,85,276648.21
Toyota,Camry,2022,3.0,299,260,347023.23
Toyota,Camry,2011,1.0,263,94,129217.71
Hyundai,Elantra,2009,2.3,108,319,438117.57
Kia,Ceed,2011,2.1,156,96,253326.79
BMW,5 Series,2018,2.6,123,239,422386.4
Nissan,X-Trail,2018,1.7,106,186,351820.2
Mercedes-Benz,GLC,2021,1.8,179,124,297442.64
Ford,Kuga,2000,1.4,208,95,113384.36
BMW,X5,2003,2.5,186,341,429918.22
Skoda,Octavia,2012,2.1,133,177,276360.21
Ford,Mondeo,2007,2.6,166,159,238812.48
Mercedes-Benz,GLC,2021,1.8,104,191,391165.41
Audi,A4,2013,1.7,295,312,404745.0
Toyota,Corolla,2015,2.4,108,338,491593.18
Ford,Focus,2001,1.8,244,321,352790.51
Kia,Ceed,2007,2.3,199,144,225467.96
Nissan,Leaf,2012,2.3,282,181,289184.64
Audi,Q5,2000,2.1,27,220,358892.61
Toyota,Corolla,2011,1.7,183,339,481152.23
Mercedes-Benz,GLC,2016,2.2,129,167,320667.5
Ford,Focus,2006,1.6,265,324,354374.19
Toyota,Camry,2015,2.0,105,237,401204.48
Volkswagen,Tiguan,2013,2.8,40,319,566254.04
Nissan,Qashqai,2009,2.6,106,315,470089.68
Ford,Kuga,2002,1.7,202,282,341117.9
Ford,Focus,2011,2.1,242,345,437340.53
Toyota,Camry,2007,1.7,55,349,495710.16
Ford,Kuga,2015,2.1,245,115,176315.62
Toyota,Corolla,2000,1.5,58,87,211163.09
Ford,Mondeo,2016,1.7,171,315,458254.77
Ford,Kuga,2005,2.9,294,289,350987.95
BMW,X5,2000,2.1,143,245,308308.78
Kia,Ceed,2014,1.8,266,303,392940.77
Kia,Rio,2012,1.0,192,218,315749.64
Ford,Kuga,2005,2.1,36,167,334119.8
Toyota,Camry,2020,3.1,149,74,273577.31
Kia,Sportage,2012,1.7,269,228,311427.18
Volkswagen,Golf,2021,1.8,89,156,357567.36
BMW,X5,2003,2.0,189,300,335718.57
Kia,Sportage,2000,1.7,276,189,226035.94
Audi,A4,2022,3.1,61,241,456178.01
Toyota,Camry,2009,2.5,93,133,296905.62
Nissan,Leaf,2003,2.3,165,163,237103.22
Kia,Rio,2012,3.1,113,239,428460.86
Nissan,Leaf,2003,2.9,106,304,469703.58
Nissan,Qashqai,2015,2.0,134,190,330560.05
Volkswagen,Passat,2008,1.9,192,169,217608.5
Volkswagen,Golf,2003,1.9,63,204,357848.12
Volkswagen,Passat,2019,1.7,173,138,272559.54
Hyundai,Santa Fe,2007,1.9,158,267,324072.09
Kia,Ceed,2003,1.7,299,275,293418.31
Toyota,Corolla,2008,1.4,96,80,229390.51
Mercedes-Benz,GLC,2010,1.0,171,199,232499.27
Hyundai,Santa Fe,2004,2.5,177,292,392005.86
Volkswagen,Golf,2008,1.0,144,179,281589.64
Skoda,Kodiaq,2007,2.2,99,96,242269.57
Hyundai,Tucson,2003,2.5,90,263,396194.79
Nissan,X-Trail,2019,2.2,240,85,194781.41
BMW,5 Series,2000,1.9,98,142,250716.34
BMW,3 Series,2019,2.1,11,185,396666.46
Kia,Rio,2012,1.8,231,270,363348.18
Audi,Q5,2004,2.0,26,202,429968.6
Mercedes-Benz,GLC,2021,1.8,205,233,353256.31
Hyundai,Tucson,2019,1.7,129,76,210276.54
Toyota,Corolla,2020,2.6,251,130,238278.22
Mercedes-Benz,C-Class,2009,2.4,183,189,295275.86
Mercedes-Benz,GLC,2015,1.9,41,100,270969.3
Toyota,Corolla,2007,2.0,284,117,144375.4
Volkswagen,Passat,2011,1.6,204,160,226747.44
Volkswagen,Tiguan,2002,2.2,13,75,229296.6
Kia,Rio,2003,1.9,290,153,181838.4
Audi,Q5,2016,1.8,30,208,399689.75
Hyundai,Santa Fe,2020,2.1,247,344,475914.6
Skoda,Superb,2019,2.0,102,202,321830.17
Audi,Q5,2021,1.6,98,172,338644.19
Nissan,X-Trail,2021,2.4,122,164,324640.26
Nissan,X-Trail,2012,2.5,230,87,152665.23
Volkswagen,Golf,2005,1.7,107,90,189913.03
Nissan,Qashqai,2002,3.6,151,75,156790.95
Toyota,Corolla,2013,1.5,159,93,203526.55
Toyota,RAV4,2006,2.3,57,294,454556.88
Ford,Focus,2002,2.3,60,129,240922.16
Skoda,Kodiaq,2005,2.4,217,289,366978.27
BMW,X5,2012,2.9,20,348,558910.6
Ford,Focus,2013,1.9,279,115,154425.47
BMW,5 Series,2014,2.0,272,211,284296.84
Audi,Q5,2015,2.2,206,147,259289.87
Hyundai,Tucson,2000,1.2,195,268,314702.31
BMW,3 Series,2014,2.1,230,184,297601.46
Ford,Mondeo,2006,2.2,90,105,273130.24
Kia,Sportage,2008,1.6,231,129,221757.29
Nissan,Leaf,2014,3.1,179,314,431913.69
Kia,Rio,2013,2.1,95,148,301777.84
Ford,Mondeo,2018,1.6,53,260,395152.99
Volkswagen,Golf,2017,1.7,270,166,258122.59
Hyundai,Tucson,2008,1.6,113,219,364713.36
Skoda,Octavia,2000,1.6,293,112,150258.53
Ford,Focus,2011,2.2,237,287,417002.3
Kia,Rio,2009,2.2,197,276,400163.08
Skoda,Octavia,2006,2.2,130,215,350414.58
Toyota,Camry,2013,2.3,158,328,461497.18
Mercedes-Benz,GLC,2000,2.2,66,123,324004.65
BMW,X5,2014,3.1,198,188,324583.24
Audi,Q5,2021,2.5,47,312,586761.0
Kia,Rio,2000,1.5,210,211,243956.86
Kia,Ceed,2012,2.0,238,196,270210.32
Skoda,Octavia,2019,1.4,140,294,452998.47
Skoda,Octavia,2022,2.0,180,298,363872.37
Toyota,Corolla,2001,1.3,44,310,436010.25
Hyundai,Tucson,2002,1.9,210,326,419946.55
BMW,3 Series,2003,1.9,177,314,387983.26
Nissan,Leaf,2015,1.3,255,245,313487.92
Hyundai,Elantra,2021,2.0,233,79,151021.64
Hyundai,Elantra,2011,1.8,67,152,302314.91
Hyundai,Elantra,2003,1.5,299,208,201925.45
Kia,Sportage,2021,2.5,34,188,427818.36
Mercedes-Benz,E-Class,2011,1.8,41,196,389698.05
Nissan,Leaf,2006,2.6,119,168,283612.19
Hyundai,Elantra,2019,2.1,110,135,280320.9
Audi,Q5,2021,1.8,159,328,511529.69
Audi,A4,2002,1.5,202,212,239038.51
BMW,3 Series,2004,1.4,118,128,253521.66
Audi,A3,2011,2.1,286,313,370970.56
Hyundai,Elantra,2011,2.2,242,261,369860.43
Hyundai,Tucson,2019,1.6,30,199,403042.5
Audi,A4,2022,1.4,261,227,302260.26
Hyundai,Tucson,2021,2.3,23,235,428381.5
Mercedes-Benz,C-Class,2006,2.4,224,330,380506.34
Skoda,Kodiaq,2021,1.6,33,202,373960.32
Ford,Mondeo,2011,1.9,29,81,259669.67
Skoda,Superb,2001,2.3,211,201,289789.01
Mercedes-Benz,E-Class,2013,1.4,61,222,360574.73
Ford,Mondeo,2022,1.6,195,124,223627.22
BMW,5 Series,2015,2.4,216,325,439483.02
Ford,Kuga,2006,1.6,104,195,352766.41
Audi,A3,2003,2.0,275,115,170814.44
BMW,3 Series,2019,2.0,24,243,450714.61
Skoda,Superb,2004,1.4,184,90,137315.58
Toyota,Camry,2013,2.5,228,324,425206.31
Nissan,Leaf,2008,1.2,19,234,419618.84
Hyundai,Elantra,2004,2.1,28,337,516596.73
Skoda,Superb,2001,1.8,77,170,301951.55
Nissan,X-Trail,2004,2.1,287,218,281243.33
Ford,Focus,2002,1.9,24,210,404434.66
Kia,Sportage,2009,1.4,123,102,241398.33
Ford,Kuga,2007,1.9,167,305,355458.22
Ford,Focus,2009,2.2,113,267,430668.42
Nissan,Qashqai,2001,1.9,289,304,321816.61
Mercedes-Benz,C-Class,2013,1.8,95,189,344851.15
BMW,3 Series,2003,1.0,103,227,323153.67
Mercedes-Benz,GLC,2020,1.6,183,106,214521.14
Skoda,Octavia,2011,1.6,251,213,218205.26
Nissan,X-Trail,2019,2.4,271,114,215951.36
Volkswagen,Golf,2013,1.8,291,268,289899.78
Hyundai,Santa Fe,2015,2.3,156,307,458020.08
Nissan,X-Trail,2004,1.6,11,198,351604.46
Mercedes-Benz,C-Class,2015,1.0,77,250,429538.66
Hyundai,Tucson,2003,2.5,78,97,285559.68
BMW,X5,2002,1.6,56,136,267796.94
Toyota,Camry,2000,2.5,73,311,436565.44
Mercedes-Benz,C-Class,2003,1.9,89,313,422330.9
Kia,Rio,2008,2.7,263,236,318743.2
Audi,A4,2000,3.6,246,335,394520.48
Hyundai,Elantra,2015,2.2,148,120,259364.43
Kia,Rio,2022,1.3,273,178,235238.85
Audi,Q5,2002,2.3,163,203,299792.16
Nissan,X-Trail,2005,2.2,141,236,391104.05
BMW,3 Series,2012,1.4,235,149,202063.03
Audi,A4,2016,1.7,101,168,324866.64
Volkswagen,Golf,2014,1.8,127,222,373777.4
Skoda,Superb,2020,2.2,135,152,346889.84
Nissan,X-Trail,2011,1.5,236,171,269833.71
Kia,Sportage,2007,1.5,188,300,400171.67
Volkswagen,Tiguan,2015,1.4,94,321,482204.41
Kia,Ceed,2002,1.1,173,94,232234.77
Kia,Ceed,2003,2.3,239,126,204200.07
Kia,Rio,2006,2.0,215,169,251719.94
BMW,X5,2014,2.4,113,188,376623.49
Skoda,Superb,2010,1.6,123,220,359970.01
Hyundai,Tucson,2015,1.6,197,149,316088.9
Ford,Kuga,2021,2.2,280,219,296994.52
Kia,Rio,2013,2.4,60,195,375801.93
Hyundai,Elantra,2022,2.5,231,110,202125.73
Audi,A3,2012,1.4,120,259,385237.28
Hyundai,Santa Fe,2008,2.5,64,132,269586.42
Audi,A4,2017,2.8,21,274,498538.41
Volkswagen,Tiguan,2002,2.2,199,273,331154.49
Audi,A3,2019,2.6,164,248,419726.58
Skoda,Octavia,2021,2.3,274,174,258686.07
Skoda,Octavia,2004,1.4,113,155,281285.3
Nissan,Qashqai,2021,2.5,172,320,466732.34
Audi,A3,2001,2.2,150,73,199780.32
BMW,X5,2021,1.5,246,253,345685.65
Toyota,Corolla,2020,1.7,53,250,431639.35
Volkswagen,Passat,2016,2.2,248,85,132507.02
Skoda,Kodiaq,2015,3.2,106,163,310271.94
Mercedes-Benz,GLC,2019,2.9,107,348,553179.49
Kia,Rio,2012,1.0,62,225,342899.04
Audi,Q5,2019,2.0,118,85,271890.48
Audi,A3,2010,2.7,266,110,175128.81
Volkswagen,Tiguan,2007,1.8,20,206,377641.74
Skoda,Octavia,2020,1.7,187,327,466570.65
Mercedes-Benz,GLC,2004,1.7,34,112,292888.92
Hyundai,Elantra,2001,2.4,135,135,207023.05
Hyundai,Tucson,2003,2.2,275,277,282989.27
Audi,A3,2002,2.3,142,314,413448.86
Ford,Focus,2001,1.9,287,312,364402.08
Skoda,Superb,2002,2.9,51,146,309981.19
BMW,X5,2015,1.8,110,288,467986.13
Toyota,Camry,2019,2.4,293,292,334191.21
Ford,Kuga,2008,1.0,286,90,101923.11
Nissan,Qashqai,2005,2.0,148,216,323860.38
Hyundai,Tucson,2014,1.8,230,146,207173.16
Toyota,Camry,2004,2.1,78,104,215215.36
Mercedes-Benz,C-Class,2008,1.2,186,195,254921.63
BMW,3 Series,2005,2.8,206,301,384406.6
Toyota,RAV4,2002,2.1,42,156,279546.58
Hyundai,Santa Fe,2022,3.1,237,257,421942.71
Nissan,Qashqai,2012,2.4,145,114,255546.85
BMW,X5,2021,2.1,143,141,307355.96
Kia,Sportage,2014,2.0,152,285,423084.37
Nissan,Qashqai,2010,2.3,254,167,280448.9
Nissan,X-Trail,2015,2.4,146,340,535501.02
Skoda,Superb,2014,2.3,70,160,331062.78
Hyundai,Tucson,2005,3.1,65,211,393791.64
Hyundai,Santa Fe,2013,2.6,142,186,323553.37
Kia,Sportage,2010,1.7,217,71,173628.75
Nissan,Leaf,2019,1.6,135,112,293878.65
Ford,Kuga,2009,2.2,132,140,269851.31
Volkswagen,Tiguan,2015,2.1,240,213,328659.55
Hyundai,Santa Fe,2011,2.1,44,315,484844.68
Mercedes-Benz,E-Class,2006,1.2,275,283,341508.58
Hyundai,Santa Fe,2006,2.4,100,176,294742.31
Volkswagen,Golf,2017,1.8,30,332,502156.2
Nissan,Leaf,2014,3.1,149,245,414543.65
Audi,A4,2005,2.1,274,176,249560.37
Nissan,X-Trail,2018,1.9,129,155,323774.72
BMW,X5,2007,2.2,230,296,397469.05
Toyota,RAV4,2019,1.7,32,151,329724.64
Hyundai,Elantra,2014,2.8,48,310,507287.95
Audi,Q5,2003,3.2,244,71,107574.32
BMW,5 Series,2017,2.4,250,320,389159.79
Volkswagen,Golf,2012,2.3,137,111,285877.76
Nissan,Qashqai,2021,1.7,31,150,347280.4
Skoda,Octavia,2021,2.0,64,331,573435.91
Skoda,Superb,2000,2.3,56,266,413174.35
Mercedes-Benz,GLC,2007,1.4,243,317,363983.24
BMW,3 Series,2018,2.8,36,105,315768.92
Hyundai,Tucson,2016,1.2,57,172,365561.83
Mercedes-Benz,GLC,2009,1.0,176,167,248030.35
Kia,Ceed,2000,2.9,280,214,258047.93
Volkswagen,Tiguan,2000,2.4,90,196,331794.49
Mercedes-Benz,E-Class,2020,1.5,127,136,253915.48
Nissan,X-Trail,2004,2.1,54,216,370446.81
Hyundai,Santa Fe,2000,2.1,284,150,173756.03
Mercedes-Benz,C-Class,2020,2.1,190,322,465413.37
BMW,5 Series,2022,1.5,241,311,436317.12
Skoda,Kodiaq,2020,2.2,95,134,309596.12
Ford,Mondeo,2019,2.6,114,140,329661.92
Toyota,Corolla,2012,1.1,252,105,128112.61
Volkswagen,Tiguan,2008,1.8,186,136,277873.61
Mercedes-Benz,GLC,2015,1.4,243,152,267025.1
Nissan,Leaf,2007,1.6,87,239,365166.36
Ford,Focus,2013,2.2,135,136,279186.16
Skoda,Kodiaq,2016,1.4,198,167,214602.75
Hyundai,Tucson,2003,2.9,69,319,493266.19
Skoda,Kodiaq,2006,2.0,229,277,327154.71
BMW,3 Series,2016,1.8,85,132,257822.28
Audi,A4,2015,1.1,100,147,297624.51
Skoda,Superb,2013,2.1,125,99,219794.65
Hyundai,Elantra,2015,2.0,289,320,359759.22
Audi,A3,2001,1.3,176,184,269465.61
Volkswagen,Passat,2014,1.5,135,288,458295.64
Toyota,Camry,2010,2.9,242,223,321981.99
Audi,Q5,2012,1.8,123,290,456954.19
Toyota,Corolla,2003,2.0,109,92,203013.18
Mercedes-Benz,C-Class,2000,2.3,160,283,388815.16
Toyota,RAV4,2014,1.9,81,217,387578.14
Skoda,Superb,2011,2.7,176,277,412395.4
Skoda,Superb,2020,1.6,81,228,380916.1
Kia,Sportage,2008,1.8,20,236,350261.48
Mercedes-Benz,GLC,2006,1.8,238,132,226975.78
BMW,3 Series,2002,1.6,135,345,434182.79
Volkswagen,Passat,2015,1.6,162,92,166379.76
Nissan,Qashqai,2003,2.0,171,293,381156.99
Toyota,RAV4,2022,2.7,287,270,380868.35
Kia,Rio,2013,1.4,188,284,383252.35
Toyota,Corolla,2021,1.9,153,334,490096.75
Hyundai,Elantra,2012,2.4,148,298,435462.95
Audi,A3,2019,3.0,215,296,422445.86
BMW,5 Series,2018,2.5,105,346,526907.14
Nissan,X-Trail,2001,1.9,223,299,349650.3
Toyota,Camry,2009,1.7,78,284,435977.71
Hyundai,Santa Fe,2018,2.6,28,226,452926.01
Audi,Q5,2014,2.4,110,82,256536.91
Volkswagen,Passat,2006,2.0,90,266,391614.01
Nissan,Qashqai,2014,1.9,192,180,306020.22
Kia,Rio,2016,3.0,27,172,402524.56
Skoda,Superb,2015,2.9,164,172,348710.03
Toyota,Corolla,2016,2.2,138,239,391829.61
Kia,Ceed,2015,2.1,170,178,330278.85
Mercedes-Benz,GLC,2017,1.4,128,195,279482.03
Volkswagen,Golf,2016,2.0,182,304,399553.31
Hyundai,Tucson,2003,2.6,162,217,349814.19
Hyundai,Tucson,2001,1.0,29,240,381862.98
Hyundai,Tucson,2016,2.3,43,70,241240.48
Nissan,Qashqai,2016,2.3,69,109,298174.6
Mercedes-Benz,E-Class,2001,2.3,167,306,423264.38
Kia,Ceed,2021,1.7,215,76,159665.76
Toyota,RAV4,2001,1.8,102,232,352041.97
Ford,Focus,2014,1.7,227,226,368210.99
Kia,Sportage,2015,3.0,98,183,343936.92
Audi,A3,2010,2.8,182,181,278304.48
Nissan,Qashqai,2001,2.2,49,326,412035.34
Hyundai,Santa Fe,2007,2.0,212,142,212824.1
Kia,Sportage,2020,2.0,230,262,395152.22
Hyundai,Tucson,2011,1.8,56,342,495065.22
BMW,X5,2013,1.1,252,293,418040.25
Hyundai,Santa Fe,2013,2.0,97,163,403674.16
Hyundai,Elantra,2011,3.0,166,276,456122.66
BMW,X5,2001,2.1,171,239,305554.96
Ford,Kuga,2013,1.7,29,225,416293.68
Ford,Mondeo,2022,2.1,157,313,452846.99
Audi,Q5,2011,1.9,210,72,146752.68
BMW,X5,2008,1.5,160,289,396598.02
BMW,X5,2007,1.4,109,74,167192.96
Mercedes-Benz,C-Class,2019,2.0,256,263,309683.52
BMW,X5,2015,1.3,122,123,223074.1
Nissan,Leaf,2009,2.0,228,278,362728.0
Skoda,Octavia,2006,2.0,34,145,358375.59
Mercedes-Benz,E-Class,2014,2.4,298,287,376498.52
BMW,X5,2008,1.9,112,187,315221.2
Skoda,Octavia,2003,1.5,88,349,488037.76
Audi,Q5,2022,2.1,25,149,367805.51
Audi,Q5,2005,2.5,68,256,438695.81
Audi,A3,2011,1.7,203,77,186396.8
Ford,Focus,2014,2.8,134,160,256201.65
Hyundai,Elantra,2018,2.1,41,279,463273.63
Volkswagen,Tiguan,2021,1.8,187,327,474545.89
Toyota,Corolla,2001,1.7,228,110,178387.36
Toyota,Corolla,2018,2.1,109,284,438913.7
Kia,Rio,2019,2.0,112,253,365498.93
Mercedes-Benz,GLC,2019,1.4,127,310,461757.81
Kia,Rio,2001,2.8,252,175,194699.73
Kia,Rio,2014,1.8,128,91,209200.92
Audi,A3,2011,2.8,16,314,555220.43
Toyota,Camry,2000,1.5,19,343,477063.98
Mercedes-Benz,C-Class,2022,2.5,290,148,226321.52
Skoda,Kodiaq,2013,2.7,51,92,281313.35
Mercedes-Benz,E-Class,2003,2.6,56,180,360735.93
BMW,X5,2021,2.2,105,199,372274.09
Nissan,Qashqai,2010,2.5,255,329,443225.14
Nissan,Leaf,2006,2.2,233,223,270479.31
Hyundai,Elantra,2012,1.5,123,88,191436.01
Audi,Q5,2013,2.2,41,118,317300.56
Nissan,Qashqai,2006,1.5,162,143,217558.11
Audi,A4,2021,1.4,226,283,397995.35
BMW,X5,2010,2.1,255,122,248792.37
Ford,Kuga,2019,1.7,281,259,302799.96
BMW,X5,2019,2.8,270,198,309182.17
Volkswagen,Passat,2010,2.8,16,213,439095.78
Nissan,Leaf,2020,3.4,214,317,446536.48
Audi,Q5,2008,1.3,273,249,287823.84
Mercedes-Benz,E-Class,2003,1.4,298,76,100000.0
Toyota,Corolla,2001,2.4,211,275,345435.3
Ford,Mondeo,2001,1.8,125,137,213633.04
Hyundai,Elantra,2008,1.6,221,212,257936.9
Volkswagen,Golf,2018,1.8,169,177,302329.05
Toyota,Corolla,2014,2.0,138,254,380787.58
Hyundai,Elantra,2020,2.3,157,309,430510.91
Kia,Sportage,2020,1.1,87,220,422592.34
BMW,3 Series,2017,2.2,271,280,368198.0
Ford,Kuga,2015,1.9,61,147,334347.33
Hyundai,Tucson,2001,1.6,267,297,309375.91
BMW,3 Series,2011,2.7,230,316,411475.85
Kia,Sportage,2000,1.8,48,171,255877.03
Kia,Rio,2001,1.8,257,283,291123.11
Skoda,Octavia,2013,1.9,297,208,298785.33
BMW,X5,2006,2.8,263,255,338032.48
Kia,Rio,2016,2.1,125,237,377431.83
Nissan,Leaf,2014,2.0,206,127,240786.16
BMW,3 Series,2016,2.4,223,188,253773.02
Hyundai,Santa Fe,2008,1.0,101,157,265389.41
Toyota,RAV4,2012,2.1,41,191,373597.2
Skoda,Superb,2001,2.1,102,313,451728.48
Toyota,RAV4,2014,2.4,241,136,210288.02
BMW,3 Series,2019,2.1,140,199,354056.75
Hyundai,Tucson,2010,1.4,232,109,169834.46
Ford,Mondeo,2018,1.2,22,281,482387.76
Hyundai,Santa Fe,2013,2.3,30,125,325903.03
Volkswagen,Passat,2003,1.8,23,269,426453.4
Audi,A3,2010,1.8,116,176,317515.63
Audi,A3,2015,1.6,137,264,382454.21
Nissan,Leaf,2022,2.0,41,191,388409.53
Toyota,Corolla,2001,2.0,178,164,203853.29
Toyota,Corolla,2001,1.4,297,194,219079.65
Audi,A3,2008,2.4,90,195,343672.77
Kia,Sportage,2021,1.6,191,105,202504.79
Kia,Sportage,2022,2.7,199,286,411761.87
Mercedes-Benz,E-Class,2020,2.1,264,72,208254.5
Hyundai,Santa Fe,2020,2.0,175,99,230000.6
Skoda,Octavia,2003,1.2,265,324,360034.51
Nissan,Leaf,2007,2.3,207,114,189688.19
Nissan,Leaf,2022,2.0,222,246,337289.73
Audi,Q5,2017,2.1,54,291,483012.9
Mercedes-Benz,GLC,2014,2.7,22,182,419526.28
Kia,Rio,2001,2.4,61,191,373378.84
Hyundai,Elantra,2021,2.6,274,344,481040.66
Kia,Ceed,2010,1.0,52,301,466348.23
Kia,Rio,2016,1.9,16,318,535124.08
Ford,Kuga,2006,1.2,239,172,196702.56
BMW,X5,2007,2.2,53,245,410459.86
Mercedes-Benz,E-Class,2009,1.1,181,305,413541.63
Audi,Q5,2002,2.5,111,314,475416.26
Mercedes-Benz,E-Class,2012,2.8,232,202,301315.04
Skoda,Octavia,2022,1.9,77,228,408165.88
Toyota,Corolla,2016,2.2,131,349,477525.51
Skoda,Octavia,2012,2.8,86,91,264981.24
Nissan,X-Trail,2018,3.0,214,171,332407.5
BMW,X5,2021,2.8,180,219,360809.41
BMW,3 Series,2008,2.3,227,126,224225.44
Skoda,Octavia,2020,2.8,202,227,396169.61
Ford,Focus,2015,1.5,162,264,373046.72
Skoda,Octavia,2004,1.7,50,236,377683.03
Nissan,Leaf,2008,2.5,32,263,477854.01
Hyundai,Santa Fe,2008,2.0,195,329,429799.46
Mercedes-Benz,GLC,2005,2.3,225,269,383264.62
Hyundai,Santa Fe,2020,2.5,52,74,284506.02
Volkswagen,Golf,2009,2.5,122,160,330377.7
Hyundai,Santa Fe,2017,1.1,240,93,142555.57
Kia,Sportage,2010,2.3,119,305,466235.14
Audi,A3,2014,1.7,147,304,422056.37
Skoda,Octavia,2006,2.1,114,295,391218.49
Hyundai,Santa Fe,2013,1.8,149,97,211112.47
Volkswagen,Tiguan,2007,1.8,264,221,267673.13
Nissan,Leaf,2018,1.7,84,315,500686.02
BMW,3 Series,2014,2.4,242,74,165651.23
Kia,Sportage,2018,1.9,221,82,141413.43
Skoda,Octavia,2017,1.9,67,124,296630.08
Mercedes-Benz,GLC,2016,1.8,47,171,356708.72
Skoda,Superb,2002,2.3,271,283,340879.66
Mercedes-Benz,C-Class,2002,1.6,221,182,257966.61
Audi,A4,2006,2.8,147,159,266845.69
Kia,Ceed,2009,1.7,291,340,362353.83
Audi,A4,2016,1.8,67,316,471617.58
BMW,5 Series,2014,2.0,282,99,140723.28
Kia,Rio,2007,2.2,62,97,215473.74
Nissan,X-Trail,2016,1.9,215,137,252600.15
Toyota,RAV4,2002,1.9,14,212,439611.33
Toyota,Corolla,2003,2.5,116,103,250718.81
Audi,Q5,2007,1.0,252,296,360375.02
BMW,X5,2012,1.7,157,272,400050.55
Toyota,Camry,2000,1.6,188,130,159316.17
Volkswagen,Tiguan,2017,1.8,183,260,372776.29
Hyundai,Elantra,2010,2.7,148,71,223435.87
BMW,3 Series,2020,1.7,184,187,282092.73
BMW,3 Series,2005,2.0,262,121,157944.2
Mercedes-Benz,GLC,2015,2.3,259,84,137768.27
BMW,5 Series,2020,1.6,145,165,297070.2
Nissan,Qashqai,2018,1.0,31,167,400134.26
Toyota,Corolla,2022,1.0,47,124,352067.65
BMW,5 Series,2016,2.7,36,347,560060.61
Mercedes-Benz,E-Class,2017,2.2,291,314,427581.67
Ford,Mondeo,2010,1.8,288,107,170766.81
BMW,X5,2013,1.8,129,189,318191.91
Volkswagen,Golf,2011,1.6,262,327,355158.83
Volkswagen,Golf,2019,2.1,74,209,387254.88
Skoda,Octavia,2006,2.4,83,252,394294.18
Audi,A4,2016,1.6,183,282,385703.08
Ford,Kuga,2004,2.1,269,195,236674.73
Skoda,Kodiaq,2021,1.6,294,209,255993.38
Skoda,Superb,2013,2.0,82,178,308653.5
Audi,Q5,2012,1.7,88,78,195097.34
Hyundai,Santa Fe,2011,2.5,53,101,293634.61
